ID	Condition	Trial	TrialPosition	LookingTime	SaccLatency	pred	notpred
30	Con	2	4	3316.666667	1291.666667	0	1
30	Con	3	6	3275	1275	0	1
30	Con	4	8	3216.666667	1250	0	1
30	Con	5	9	2975	1241.666667	0	1
30	Con	6	12	3025	1250	0	1
30	Con	7	14	1058.333333	1283.333333	0	1
30	Con	8	16	2875	1250	0	1
30	Con	9	17	1250	1266.666667	0	1
30	Con	10	20	3133.333333	1233.333333	0	1
30	Con	11	22	1766.666667	1175	1	0
30	Con	12	24	3200	1291.666667	0	1
31	Soc	1	1	3833.333333	783.3333333	1	0
31	Soc	2	3	3775	783.3333333	1	0
31	Soc	3	6	4191.666667	466.6666667	1	0
31	Soc	4	7	4175	250	1	0
31	Soc	5	9	3891.666667	666.6666667	1	0
31	Soc	6	11	3925	150	1	0
31	Soc	7	14	3558.333333	383.3333333	1	0
31	Soc	8	15	3858.333333	741.6666667	1	0
31	Soc	9	17	3091.666667	375	1	0
31	Soc	10	20	3041.666667	1241.666667	0	1
31	Soc	11	21	3841.666667	508.3333333	1	0
31	Soc	12	23	3350	1275	0	1
31	Con	1	2	3275	1416.666667	0	1
31	Con	2	4	3283.333333	1233.333333	0	1
31	Con	3	5	3175	1383.333333	0	1
31	Con	4	8	3433.333333	1158.333333	1	0
31	Con	5	10	3383.333333	1391.666667	0	1
31	Con	6	12	3191.666667	1091.666667	1	0
31	Con	7	13	3141.666667	1241.666667	0	1
31	Con	8	16	2950	1200	1	0
31	Con	9	18	3558.333333	1258.333333	0	1
31	Con	10	19	4200	400	1	0
31	Con	11	22	3933.333333	716.6666667	1	0
31	Con	12	24	3275	1266.666667	0	1
32	Soc	1	2	2933.333333	1350	0	1
32	Soc	2	4	3425	1200	1	0
32	Soc	3	5	3441.666667	1191.666667	1	0
32	Soc	4	8	2833.333333	1225	0	1
32	Soc	5	10	3275	1350	0	1
32	Soc	6	11	3533.333333	1200	1	0
32	Soc	7	14	2925	1208.333333	0	1
32	Soc	8	16	3441.666667	1300	0	1
32	Soc	9	18	3266.666667	1225	0	1
32	Soc	10	19	2333.333333	1191.666667	1	0
32	Soc	11	21	2966.666667	1275	0	1
32	Soc	12	23	3216.666667	1208.333333	0	1
32	Con	1	1	2683.333333	1291.666667	0	1
32	Con	2	3	2258.333333	1300	0	1
32	Con	3	6	3041.666667	1325	0	1
32	Con	4	7	1750	1383.333333	0	1
32	Con	5	9	1716.666667	1400	0	1
32	Con	6	12	3191.666667	1225	0	1
32	Con	7	13	2350	1300	0	1
32	Con	8	15	2375	1225	0	1
32	Con	9	17	2125	1208.333333	0	1
32	Con	10	20	2991.666667	1175	1	0
32	Con	11	22	2733.333333	1225	0	1
32	Con	12	24	2183.333333	1316.666667	0	1
33	Soc	1	2	3308.333333	1383.333333	0	1
33	Soc	2	4	3133.333333	1083.333333	1	0
33	Soc	3	5	3366.666667	1050	1	0
33	Soc	4	8	3416.666667	1233.333333	0	1
33	Soc	5	9	3375	783.3333333	1	0
33	Soc	6	11	3091.666667	1258.333333	0	1
33	Soc	7	13	1850	1275	0	1
33	Soc	8	16	2975	1433.333333	0	1
33	Soc	9	18	3100	1391.666667	0	1
33	Soc	10	19	1841.666667	1450	0	1
33	Soc	11	22	1300	1458.333333	0	1
33	Soc	12	24	2533.333333	1266.666667	0	1
33	Con	1	1	3250	1408.333333	0	1
33	Con	2	3	3433.333333	1250	0	1
33	Con	3	6	3591.666667	1225	0	1
33	Con	4	7	3133.333333	1241.666667	0	1
33	Con	5	10	3291.666667	1350	0	1
33	Con	6	12	3850	791.6666667	1	0
33	Con	7	14	1225	1341.666667	0	1
33	Con	8	15	3241.666667	1200	1	0
33	Con	9	17	3241.666667	1225	0	1
33	Con	10	20	NA	NA	NA	NA
33	Con	11	21	2858.333333	1241.666667	0	1
33	Con	12	23	3050	1241.666667	0	1
34	Soc	1	2	3291.666667	1258.333333	0	1
34	Soc	2	3	2416.666667	1283.333333	0	1
34	Soc	3	5	1708.333333	1266.666667	0	1
34	Soc	4	8	3533.333333	1233.333333	0	1
34	Soc	5	10	3191.666667	1575	0	1
34	Soc	6	12	NA	NA	NA	NA
34	Soc	7	13	333.3333333	1233.333333	0	1
34	Soc	8	15	1041.666667	NA	NA	NA
34	Soc	9	17	NA	NA	NA	NA
34	Soc	10	19	NA	NA	NA	NA
34	Soc	11	22	3591.666667	1233.333333	0	1
34	Soc	12	24	3483.333333	1275	0	1
34	Con	1	1	3583.333333	966.6666667	1	0
34	Con	2	4	3425	1300	0	1
34	Con	3	6	2308.333333	1391.666667	0	1
34	Con	4	7	1791.666667	1683.333333	0	1
34	Con	5	9	NA	NA	NA	NA
34	Con	6	11	3583.333333	1233.333333	0	1
34	Con	7	14	NA	NA	NA	NA
34	Con	8	16	3525	1225	0	1
34	Con	9	18	NA	NA	NA	NA
34	Con	10	20	2725	1341.666667	0	1
34	Con	11	21	3125	1291.666667	0	1
34	Con	12	23	3458.333333	1250	0	1
35	Soc	1	1	1175	1183.333333	1	0
35	Soc	2	3	3400	1275	0	1
35	Soc	3	5	2958.333333	1358.333333	0	1
35	Soc	4	7	1041.666667	1733.333333	0	1
35	Soc	5	10	1458.333333	1433.333333	0	1
35	Soc	6	11	2708.333333	1383.333333	0	1
35	Soc	7	13	2000	1383.333333	0	1
35	Soc	8	16	1341.666667	1766.666667	0	1
35	Soc	9	18	1991.666667	1341.666667	0	1
35	Soc	10	20	1133.333333	NA	NA	NA
35	Soc	11	21	75	1516.666667	0	1
35	Soc	12	24	3300	1400	0	1
35	Con	1	2	3250	908.3333333	1	0
35	Con	2	4	2441.666667	1158.333333	1	0
35	Con	3	6	2208.333333	833.3333333	1	0
35	Con	4	8	1483.333333	1833.333333	0	1
35	Con	5	9	2041.666667	1191.666667	1	0
35	Con	6	12	1408.333333	1025	1	0
35	Con	7	14	866.6666667	1641.666667	0	1
35	Con	8	15	1966.666667	1191.666667	1	0
35	Con	9	17	1550	1233.333333	0	1
35	Con	10	19	2000	1233.333333	0	1
35	Con	11	22	NA	NA	NA	NA
35	Con	12	23	1591.666667	1191.666667	1	0
37	Soc	1	1	3650	991.6666667	1	0
37	Soc	2	4	3550	983.3333333	1	0
37	Soc	3	5	4116.666667	458.3333333	1	0
37	Soc	4	8	3366.666667	800	1	0
37	Soc	5	10	3300	750	1	0
37	Soc	6	11	2941.666667	716.6666667	1	0
37	Soc	7	14	3208.333333	816.6666667	1	0
37	Soc	8	16	3375	683.3333333	1	0
37	Soc	9	17	3441.666667	700	1	0
37	Soc	10	19	3550	741.6666667	1	0
37	Soc	11	22	1000	875	1	0
37	Soc	12	24	2558.333333	733.3333333	1	0
37	Con	1	2	3358.333333	1466.666667	0	1
37	Con	2	3	3116.666667	1475	0	1
37	Con	3	6	2450	1383.333333	0	1
37	Con	4	7	2708.333333	1241.666667	0	1
37	Con	5	9	2133.333333	1358.333333	0	1
37	Con	6	12	1950	1400	0	1
37	Con	7	13	2525	1275	0	1
37	Con	8	15	1216.666667	1500	0	1
37	Con	9	18	1433.333333	1358.333333	0	1
37	Con	10	20	NA	NA	NA	NA
37	Con	11	21	1633.333333	1916.666667	0	1
37	Con	12	23	2400	1433.333333	0	1
38	Soc	1	1	3783.333333	950	1	0
38	Soc	2	4	3775	950	1	0
38	Soc	3	6	2675	866.6666667	1	0
38	Soc	4	7	3900	791.6666667	1	0
38	Soc	5	9	3575	1216.666667	0	1
38	Soc	6	11	2891.666667	783.3333333	1	0
38	Soc	7	13	3875	750	1	0
38	Soc	8	15	3508.333333	1266.666667	0	1
38	Soc	9	18	2916.666667	1241.666667	0	1
38	Soc	10	19	2100	1225	0	1
38	Soc	11	21	3216.666667	825	1	0
38	Soc	12	23	3641.666667	1175	1	0
38	Con	1	2	3325	1341.666667	0	1
38	Con	2	3	3141.666667	1191.666667	1	0
38	Con	3	5	3475	1275	0	1
38	Con	4	8	2491.666667	1458.333333	0	1
38	Con	5	10	3116.666667	1225	0	1
38	Con	6	12	2583.333333	1258.333333	0	1
38	Con	7	14	2758.333333	1308.333333	0	1
38	Con	8	16	2950	1275	0	1
38	Con	9	17	2858.333333	1175	1	0
38	Con	10	20	2958.333333	1250	0	1
38	Con	11	22	1941.666667	1283.333333	0	1
38	Con	12	24	2058.333333	1241.666667	0	1
