relCirPre.mean	relTriPre.mean	relSocPre.mean	relConPre.mean	relCirPost.mean	relTriPost.mean	relSocPost.mean	relConPost.mean
1	0.612487672583826	0.387512327416174	0.387512327416174	0.612487672583826	0.656590846117031	0.343409153882969	0.343409153882969	0.656590846117031
2	0.659919028340081	0.340080971659919	0.340080971659919	0.659919028340081	0.569615414022479	0.430384585977521	0.430384585977521	0.569615414022479
3	0.54465142107123	0.45534857892877	0.54465142107123	0.45534857892877	0.571135411948494	0.428864588051506	0.571135411948494	0.428864588051506
4	0.490084670231729	0.509915329768271	0.490084670231729	0.509915329768271	0.718422169668304	0.281577830331696	0.718422169668304	0.281577830331696
5	0.487619528244385	0.512380471755615	0.512380471755615	0.487619528244385	0.668989547038328	0.331010452961672	0.331010452961672	0.668989547038328
6	0.684368289191124	0.315631710808876	0.684368289191124	0.315631710808876	0.535728846862336	0.464271153137664	0.535728846862336	0.464271153137664
7	0.397435897435897	0.602564102564103	0.397435897435897	0.602564102564103	0.2	0.8	0.2	0.8
8	0.735934252786699	0.264065747213301	0.735934252786699	0.264065747213301	0.396630601749816	0.603369398250184	0.396630601749816	0.603369398250184
9	0.379963972815852	0.620036027184148	0.379963972815852	0.620036027184148	0.694444444444444	0.305555555555556	0.694444444444444	0.305555555555556
10	0.762894321766562	0.237105678233438	0.237105678233438	0.762894321766562	0.613415842429833	0.386584157570167	0.386584157570167	0.613415842429833
11	0.50465543243066	0.49534456756934	0.49534456756934	0.50465543243066	0.603346827339484	0.396653172660516	0.396653172660516	0.603346827339484
12	0.43644725177305	0.56355274822695	0.43644725177305	0.56355274822695	0.345004330793913	0.654995669206087	0.345004330793913	0.654995669206087
13	0.594502407704655	0.405497592295345	0.405497592295345	0.594502407704655	0.59966838614591	0.40033161385409	0.40033161385409	0.59966838614591
14	0.603690734927151	0.396309265072849	0.603690734927151	0.396309265072849	0.358937683624555	0.641062316375445	0.358937683624555	0.641062316375445
15	0.655639976621859	0.344360023378141	0.655639976621859	0.344360023378141	0.752570515134327	0.247429484865673	0.752570515134327	0.247429484865673
16	0.398399580217762	0.601600419782238	0.398399580217762	0.601600419782238	0.424666516786571	0.575333483213429	0.424666516786571	0.575333483213429
17	0.441251814533345	0.558748185466655	0.441251814533345	0.558748185466655	0.539974724210427	0.460025275789573	0.0658646918479673	0.934135308152033
18	0.619402985074627	0.380597014925373	0.619402985074627	0.380597014925373	0.569493835941204	0.430506164058796	0.569493835941204	0.430506164058796
19	0.352228682170543	0.647771317829457	0.647771317829457	0.352228682170543	0.370041039671683	0.629958960328317	0.629958960328317	0.370041039671683
20	0.598523748395379	0.401476251604621	0.401476251604621	0.598523748395379	0.532924145817451	0.467075854182549	0.467075854182549	0.532924145817451
21	0.5	0.5	0.5	0.5	0.476076567698731	0.523923432301269	0.523923432301269	0.476076567698731
22	0.767094017094017	0.232905982905983	0.767094017094017	0.232905982905983	0.416122124597112	0.583877875402887	0.416122124597112	0.583877875402887
23	0.482225913621262	0.517774086378738	0.482225913621262	0.517774086378738	0.52288386755767	0.47711613244233	0.52288386755767	0.47711613244233
24	0.821391884951207	0.178608115048793	0.178608115048793	0.821391884951207	0.631153611570968	0.368846388429032	0.368846388429032	0.631153611570968
25	0.556623327680422	0.443376672319578	0.556623327680422	0.443376672319578	0.510021833279645	0.489978166720355	0.510021833279645	0.489978166720355
26	0.563716228981674	0.436283771018326	0.436283771018326	0.563716228981674	0.482999167063303	0.517000832936697	0.517000832936697	0.482999167063303
27	0.7247310623039	0.2752689376961	0.2752689376961	0.7247310623039	0.801086735981551	0.198913264018449	0.198913264018449	0.801086735981551
28	0.482852839931153	0.517147160068847	0.517147160068847	0.482852839931153	0.54884752865771	0.45115247134229	0.45115247134229	0.54884752865771
29	0.546016829922221	0.453983170077779	0.453983170077779	0.546016829922221	0.517644950511428	0.482355049488572	0.482355049488572	0.517644950511428
30	NA	NA	NA	NA	0.692094593037989	0.307905406962011	0.692094593037989	0.307905406962011
31	0.480662286217842	0.519337713782158	0.519337713782158	0.480662286217842	0.626416392690573	0.373583607309427	0.373583607309427	0.626416392690573
32	0.492898925441009	0.507101074558991	0.507101074558991	0.492898925441009	0.443344319987394	0.556655680012606	0.556655680012606	0.443344319987394
